index,x,y,z,radius,distance
1,23.24847851734452,33.420644805060924,-2.1178309101083377,1.7598892326720632,0.0
2,23.225482790108245,33.458926633852066,-2.0777595274929808,1.7581924325716338,0.06000014659503572
3,23.119483701951946,33.62856553362539,-1.8963999383134196,1.724899114963091,0.33000841238267836
4,23.015465539068828,33.77179407944551,-1.7339255878693867,1.6584656737244439,0.570283482041468
5,22.935253122037516,33.96087319887028,-1.5543750600746735,1.5823795517962937,0.8430898919364904
6,22.876359588810953,34.129643344005956,-1.4062291368266677,1.5292317800263853,1.0752515268377567
7,22.824462441491484,34.32336325724483,-1.252482707029172,1.4163400249369635,1.3279542837690006
8,22.757647134315377,34.48987135808502,-1.1320580873427621,1.3862071464144747,1.5440360320613096
9,22.698887257237672,34.6961711926458,-0.9845534717459753,1.3421847105813884,1.8043626663428376
10,22.612919357417727,34.80866092701999,-0.8604120640907849,1.3359016766183818,1.9926589999068263
11,22.460280452843033,34.98723918509534,-0.7118765604907142,1.3286817788345906,2.270600765887966
12,22.32753103422065,35.0777632934457,-0.6057694119592051,1.3614930068175772,2.4631514067767863
13,22.189186260733376,35.13790428667538,-0.49858312784973274,1.3921148908962042,2.648205763437457
14,21.97532515107555,35.21955374389973,-0.37457829383546365,1.4246810163933388,2.908552468713354
15,21.80538660184935,35.30293053571147,-0.2574619221205301,1.4314938080863457,3.131144122756343
16,21.640305914144573,35.36460837472332,-0.05017633866491783,1.486288564375935,3.4032159926488164
17,21.523977963414502,35.375419428709456,0.17311219645539017,1.5549021505417684,3.655221629342764
18,21.463276035673573,35.328366789472,0.38401151766158875,1.6551869764932827,3.879670283996586
19,21.39460837771571,35.29417469814646,0.6060121938858909,1.6992644370200056,4.11455035254792
20,21.30603010249531,35.26792164863312,0.8236964715475784,1.7692140391601205,4.351028212380213
21,21.278110675026404,35.314981811952954,1.033099661144566,1.849245279913542,4.567462611714683
22,21.19485936509034,35.32901937686381,1.242601224519345,1.9187797603179155,4.79333589231948
23,21.101079140594905,35.34319248037998,1.4436831747187284,1.976039399327416,5.015663484097203
24,21.0038140164044,35.384792488527104,1.63065444066162,2.0263924833635842,5.230487410487915
25,20.886827309727853,35.431306816216825,1.819099234856793,2.0555013479147757,5.4571168716766865
26,20.801779884466338,35.47869623267076,1.9203421783405275,2.086698477622765,5.597576669984628
27,20.624284028795355,35.57198590728447,2.0723663631885834,2.134411762703436,5.849209527434968
28,20.48241474426705,35.646936768923624,2.190113778575943,2.148690754285582,6.048229575127224
29,20.26296216018876,35.75038237958414,2.28920381736175,2.1782807007078775,6.310296869557755
30,20.124895647229174,35.81855577419247,2.3692691496239844,2.1986714353962378,6.483849256932589
31,19.915737474922768,35.89333460465916,2.471043309158609,2.240218713191701,6.7281789401016665
32,19.806899754977184,35.946554246646194,2.577083523090679,2.2698021406088533,6.889183618750892
33,19.637925813614732,36.002739801966506,2.688422203141125,2.304235297857014,7.0991962639930035
34,19.423,36.075,2.835,2.3200000000000003,7.369195693825359
