index,distance,radius,x,y,z,vina_score
1,0.0,1.7598892326720632,23.24847851734452,33.420644805060924,-2.1178309101083377,-2.449
2,0.06000014659503572,1.7581924325716338,23.225482790108245,33.458926633852066,-2.0777595274929808,-2.592
3,0.33000841238267836,1.724899114963091,23.119483701951946,33.62856553362539,-1.8963999383134196,-2.688
4,0.570283482041468,1.6584656737244439,23.015465539068828,33.77179407944551,-1.7339255878693867,1.294
5,0.8430898919364904,1.5823795517962937,22.935253122037516,33.96087319887028,-1.5543750600746735,-3.074
6,1.0752515268377567,1.5292317800263853,22.876359588810953,34.129643344005956,-1.4062291368266677,-3.147
7,1.3279542837690006,1.4163400249369635,22.824462441491484,34.32336325724483,-1.252482707029172,-3.168
8,1.5440360320613096,1.3862071464144747,22.757647134315377,34.48987135808502,-1.1320580873427621,-3.2
9,1.8043626663428376,1.3421847105813884,22.698887257237672,34.6961711926458,-0.9845534717459753,-3.141
10,1.9926589999068263,1.3359016766183818,22.612919357417727,34.80866092701999,-0.8604120640907849,-3.199
11,2.270600765887966,1.3286817788345906,22.460280452843033,34.98723918509534,-0.7118765604907142,-3.213
12,2.4631514067767863,1.3614930068175772,22.32753103422065,35.0777632934457,-0.6057694119592051,-3.219
13,2.648205763437457,1.3921148908962042,22.189186260733376,35.13790428667538,-0.49858312784973274,-3.295
14,2.908552468713354,1.4246810163933388,21.97532515107555,35.21955374389973,-0.37457829383546365,-3.294
15,3.131144122756343,1.4314938080863457,21.80538660184935,35.30293053571147,-0.2574619221205301,-3.255
16,3.4032159926488164,1.486288564375935,21.640305914144573,35.36460837472332,-0.05017633866491783,-3.258
17,3.655221629342764,1.5549021505417684,21.523977963414502,35.375419428709456,0.17311219645539017,-3.36
18,3.879670283996586,1.6551869764932827,21.463276035673573,35.328366789472,0.38401151766158875,-3.346
19,4.11455035254792,1.6992644370200056,21.39460837771571,35.29417469814646,0.6060121938858909,-3.347
20,4.351028212380213,1.7692140391601205,21.30603010249531,35.26792164863312,0.8236964715475784,-3.347
21,4.567462611714683,1.849245279913542,21.278110675026404,35.314981811952954,1.033099661144566,-3.354
22,4.79333589231948,1.9187797603179155,21.19485936509034,35.32901937686381,1.242601224519345,-3.311
23,5.015663484097203,1.976039399327416,21.101079140594905,35.34319248037998,1.4436831747187284,-3.338
24,5.230487410487915,2.0263924833635842,21.0038140164044,35.384792488527104,1.63065444066162,-3.353
25,5.4571168716766865,2.0555013479147757,20.886827309727853,35.431306816216825,1.819099234856793,-3.29
26,5.597576669984628,2.086698477622765,20.801779884466338,35.47869623267076,1.9203421783405275,-3.315
27,5.849209527434968,2.134411762703436,20.624284028795355,35.57198590728447,2.0723663631885834,-3.298
28,6.048229575127224,2.148690754285582,20.48241474426705,35.646936768923624,2.190113778575943,-3.341
29,6.310296869557755,2.1782807007078775,20.26296216018876,35.75038237958414,2.28920381736175,-3.299
30,6.483849256932589,2.1986714353962378,20.124895647229174,35.81855577419247,2.3692691496239844,-3.322
31,6.7281789401016665,2.240218713191701,19.915737474922768,35.89333460465916,2.471043309158609,-3.285
32,6.889183618750892,2.2698021406088533,19.806899754977184,35.946554246646194,2.577083523090679,-3.299
33,7.0991962639930035,2.304235297857014,19.637925813614732,36.002739801966506,2.688422203141125,-3.357
34,7.369195693825359,2.3200000000000003,19.423,36.075,2.835,-3.358
